id,business_name,slug,city,state,phone,website,email,street_address,postal_code,latitude,longitude,rating,review_count,photo_url,hours,services_offered,source,enriched_at,contacted_at,contact_status,has_luxury,has_ada,has_trailer,serves_events,serves_construction,delivery_radius_miles,created_at,updated_at,description,featured,verified,scrape_status,enrich_status,enrich_confidence_email,enrich_confidence_phone,outreach_status,email1_sent_at,email2_sent_at,email3_sent_at,outreach_count,verified_at,facebook_url,instagram_url,linkedin_url,twitter_url
22680649-ae51-4bc6-8490-dd56f604e664,Walgreens,walgreens-brooklyn,Brooklyn,New York,(718) 499-7500,https://www.walgreens.com/locator/walgreens-462%2B5th%2Bave-brooklyn-ny-11215/id%3D17772,epc.consumerrelations@walgreens.com,"462 5th Ave Walgreens, Brooklyn, NY 11215",11215,40.66857130,-73.98718360,2.2,171,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyiHuwyemRA_bQ3IlxzrmQoFL5Qc5_cVtsPOVurhKDkziiTjePN3pEdX3sgRYZeTWCJx1AUrjpn8PxUhmxv4_7jaKSv7gsy-W41XZBAOKJ_vQtbYrYc6sR30AK-jsEgzRQS-h_a=w800-h500-k-no,"{""Monday"":""7AM-10PM"",""Tuesday"":""7AM-10PM"",""Wednesday"":""7AM-10PM"",""Thursday"":""7AM-10PM"",""Friday"":""7AM-10PM"",""Saturday"":""7AM-10PM"",""Sunday"":""7AM-10PM""}","[""Drug store"",""Beauty supply store"",""Convenience store"",""Cosmetics store"",""Greeting card shop""]",outscraper,2025-12-24 12:46:50.341+00,2025-12-17 21:41:42.443+00,,false,false,false,false,false,,2025-12-17 13:55:50.700216+00,2025-12-17 13:55:50.700216+00,,false,false,ready,pending,,,pending,,,,0,,,,,
39df5a86-072e-408d-9ec1-a68c8b41f730,Wegmans,wegmans-brooklyn,Brooklyn,New York,(347) 694-8510,,,,11205,40.69887900,-73.97934600,4.5,3884,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwVdMtIlCLnZPk4ij9vmLoF4hE16Y8clcxC7HvYmn3b4c2qPxM3A2JMRzeSvPIhxLCApYaonRVMgz0TKIqzfJmwX613UeQMKhcRI1r-ObM76MCH93qO2queaua3jK9pBMMcWc1bHQ=w800-h500-k-no,"{""Sunday"":""7AM-11PM"",""Monday"":""7AM-11PM"",""Tuesday"":""7AM-11PM"",""Wednesday"":""7AM-8PM"",""Thursday"":""7AM-11PM"",""Friday"":""7AM-11PM"",""Saturday"":""7AM-11PM""}","[""Grocery store"",""American grocery store"",""Supermarket""]",outscraper,,,,false,false,false,false,false,,2025-12-13 23:25:28.507585+00,2025-12-15 20:07:37.933782+00,,false,false,ready,pending,,,pending,,,,0,,,,,
8caae479-8d50-4b76-8185-bb4e33a31c0e,Mike's Portables,mike-s-portables-clifton-park,Clifton Park,New York,(518) 539-4732,,,,12065,42.89490810,-73.81962110,5.0,13,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7uZyTsx3Y8XdrXDzV3XP2A&cb_client=search.gws-prod.gps&w=800&h=500&yaw=113.231865&pitch=0&thumbfov=100,"{""Monday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Wednesday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Friday"":""Open 24 hours"",""Saturday"":""Open 24 hours"",""Sunday"":""Open 24 hours""}","[""Portable toilet supplier""]",outscraper,,,,false,false,false,false,false,,2025-12-24 13:06:45.582449+00,2025-12-24 13:06:45.582449+00,,false,false,ready,pending,,,pending,,,,0,,,,,
4b9174d8-0b5f-4a29-bd4e-344e3adced12,Commack Portable Toilet Rental,commack-portable-toilet-rental-commack,Commack,New York,(631) 634-2595,,,"11 Cobb Ln, Commack, NY 11725",11725,40.84534090,-73.28669460,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tCqXKVuzZn80n8myg9I9cg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=276.87387&pitch=0&thumbfov=100,"{""Monday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Wednesday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Friday"":""Open 24 hours"",""Saturday"":""Open 24 hours"",""Sunday"":""Open 24 hours""}","[""Party equipment rental service"",""Portable toilet supplier""]",outscraper,,,,false,false,false,false,false,,2025-12-17 12:50:11.940441+00,2025-12-17 12:50:11.940441+00,,false,false,ready,pending,,,pending,,,,0,,,,,
f3574922-bb5f-4da3-9981-d243cca209b5,CRP Sanitation Inc.,crp-sanitation-inc-cortlandt-manor,Cortlandt Manor,New York,(914) 592-4129,https://www.crpsanitation.com/,,"2 Bayview Rd, Cortlandt Manor, NY 10567",10567,41.29790210,-73.94696730,4.3,32,https://lh3.googleusercontent.com/p/AF1QipPhJDh1_QzSB3fc3d66r6IVcN9utLxvCQ_aPiie=w800-h500-k-no,"{""Monday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Wednesday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Friday"":""Open 24 hours"",""Saturday"":""Open 24 hours"",""Sunday"":""Open 24 hours""}","[""Waste management service"",""Garbage collection service"",""Portable toilet supplier"",""Sanitation service""]",outscraper,2025-12-24 12:29:39.962+00,,,false,false,false,false,true,,2025-12-17 12:50:11.940441+00,2025-12-17 12:50:11.940441+00,,false,false,ready,pending,,,pending,,,,0,,,,,
eb73239d-5d2e-4cba-8b78-e93c481d5a2e,Got to Go Portable Restrooms,got-to-go-portable-restrooms-cortlandt-manor,Cortlandt Manor,New York,(838) 384-3001,,,,10567,41.29842820,-73.94730900,4.8,244,https://lh3.googleusercontent.com/p/AF1QipOKqRq8rXzox3AOChtlElAhZVd5gZ0lyl4yweNN=w800-h500-k-no,"{""Monday"":""6AM-5PM"",""Tuesday"":""6AM-5PM"",""Wednesday"":""6AM-5PM"",""Thursday"":""6AM-5PM"",""Friday"":""6AM-5PM"",""Saturday"":""6AM-12PM"",""Sunday"":""Closed""}","[""Portable toilet supplier""]",outscraper,2025-12-24 12:39:44.176+00,,,true,true,true,true,true,,2025-12-17 13:55:50.443496+00,2025-12-17 13:55:50.443496+00,,false,false,ready,pending,,,pending,,,,0,,,,,
23a5eea5-ce19-4e79-811c-3d3ab5628839,Head Quarters Portable Restrooms,head-quarters-portable-restrooms-east-hampton,East Hampton,New York,(631) 907-0069,,,,11937,40.98551060,-72.17277180,,,https://lh3.googleusercontent.com/p/AF1QipNYcI98ghWmCiFfdvYHeIiDtS4NxCGsHldJ9n_-=w800-h500-k-no,"{""Monday"":""8AM-5PM"",""Tuesday"":""8AM-5PM"",""Wednesday"":""8AM-5PM"",""Thursday"":""8AM-5PM"",""Friday"":""8AM-5PM"",""Saturday"":""10AM-5PM"",""Sunday"":""8AM-5PM""}","[""Portable toilet supplier""]",outscraper,,,,false,false,false,false,false,,2025-12-24 13:06:45.796734+00,2025-12-24 13:06:45.796734+00,,false,false,ready,pending,,,pending,,,,0,,,,,
68d855f7-6cdd-4fac-b831-8e34d44b3a24,Macy's,macy-s-elmhurst,Elmhurst,New York,(718) 271-7200,https://www.macys.com/stores/ny/elmhurst/queens-center-mall_1.html,seomet@agging.enabled,"90-01 Queens Blvd, Elmhurst, NY 11373",11373,40.73435190,-73.87158770,4.4,9734,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyQ_PyGCPZE6X2Xfw53CjIP27yBCNt0RzGvB4xn7eFre0kJhVaO4buNMaZ_5mcnPfBgi8onOciTTQrdgElg7lGaSimA2kwhEQL_Ram4y5T6IOfwayy0DSLuyIZ0wNR2FjiO6gU=w800-h500-k-no,"{""Sunday"":""8AM-10PM"",""Monday"":""8AM-10PM"",""Tuesday"":""10AM-10PM"",""Wednesday"":""10AM-10PM"",""Thursday"":""10AM-10PM"",""Friday"":""8AM-10PM"",""Saturday"":""8AM-10PM""}","[""Department store"",""Beauty supply store"",""Children's clothing store""]",outscraper,,2025-12-17 21:41:44.441+00,,false,false,false,false,false,,2025-12-17 12:09:15.026954+00,2025-12-17 12:09:15.026954+00,,false,false,ready,pending,,,pending,,,,0,,,,,
f696191d-579c-466d-996b-993510938a32,H Brothers Porta Potties LLC,h-brothers-porta-potties-llc-fine,Fine,New York,(315) 854-4541,,,,13639,44.25355730,-75.15561740,3.9,11,https://lh3.googleusercontent.com/p/AF1QipNBg1BVV3MjTwOTuGGfXAFicU3WKHuuW9OJrCVB=w800-h500-k-no,"{""Monday"":""7AM-8PM"",""Tuesday"":""7AM-8PM"",""Wednesday"":""7AM-8PM"",""Thursday"":""7AM-8PM"",""Friday"":""7AM-8PM"",""Saturday"":""8AM-8PM"",""Sunday"":""8AM-8PM""}","[""Septic system service"",""Portable toilet supplier""]",outscraper,,,,false,false,false,false,false,,2025-12-24 13:06:45.582449+00,2025-12-24 13:06:45.582449+00,,false,false,ready,pending,,,pending,,,,0,,,,,
56a728fd-b857-40f7-887b-e5f965e50507,Tri State Luxury Restrooms,tri-state-luxury-restrooms-great-neck,Great Neck,New York,(516) 788-8071,https://tristateluxuryrestrooms.com/,info@tristateluxuryrestrooms.com,"3 Grace Ave #116, Great Neck, NY 11021",11021,40.78850450,-73.72875390,5.0,14,https://lh3.googleusercontent.com/p/AF1QipNsptujBpnigWeiHq3iLNBLOmfbmwPRAcFSPISV=w800-h500-k-no,"{""Monday"":""8AM-8PM"",""Tuesday"":""8AM-8PM"",""Wednesday"":""8AM-8PM"",""Thursday"":""8AM-8PM"",""Friday"":""8AM-8PM"",""Saturday"":""8AM-8PM"",""Sunday"":""9:30AM-4PM""}","[""Portable toilet supplier"",""Party equipment rental service"",""Wedding service""]",outscraper,2025-12-24 12:31:40.853+00,2025-12-17 21:41:46.521+00,,true,false,true,true,false,,2025-12-17 12:50:11.940441+00,2025-12-17 12:50:11.940441+00,,false,false,ready,pending,,,pending,,,,0,,,,,
8768e668-9558-4ed8-bdc2-74a2da839375,Mr. John,mr-john-lindenhurst,Lindenhurst,New York,(800) 628-8955,https://www.unitedsiteservices.com/tristate/?utm_source=mrjohn&utm_medium=redirect,,"670 Muncy Ave, Lindenhurst, NY 11757",11757,40.69797400,-73.35393660,4.7,21,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzOvlEO-GBDtDmyB-ul89VziCGBWxLRJH4Nmelj2-VXJcaXTxL4QjqYFW3kE59iyQByvW5urXHqixhdc_Hw7oA_G2G7L-ayoTlJ6vGlC9kAazBk473LWVsq66jKDO7dnwhWPz0=w800-h500-k-no,"{""Monday"":""8AM-5:30PM"",""Tuesday"":""8AM-5:30PM"",""Wednesday"":""8AM-5:30PM"",""Thursday"":""8AM-5:30PM"",""Friday"":""8AM-5:30PM"",""Saturday"":""8AM-4PM"",""Sunday"":""Closed""}","[""Portable toilet supplier""]",outscraper,2025-12-24 12:39:50.506+00,,,false,false,true,true,true,,2025-12-17 13:55:50.443496+00,2025-12-17 13:55:50.443496+00,,false,false,ready,pending,,,pending,,,,0,,,,,
5a8a52bf-e8c1-4462-9c25-9a729bb5d00d,CALLAHEAD,callahead-manhattan-ny,Manhattan,New York,(800) 634-2085,https://www.callahead.com,info@callahead.com,,,,,,,,,,manual-callahead,,,,false,false,false,false,false,,2025-12-26 03:00:52.63+00,2025-12-26 03:00:52.63+00,,false,false,ready,pending,,,pending,,,,0,,,,,
ddff7995-d775-43f8-84c5-c1660fcb133c,Nature Calls Portable Restrooms,nature-calls-portable-restrooms-melville,Melville,New York,(800) 255-8664,,,,11747,40.76345780,-73.42251660,5.0,71,https://lh3.googleusercontent.com/p/AF1QipPQFC8b5stNlZ8VZKxTI1TByueHbyMgs7hLbOjB=w800-h500-k-no,"{""Monday"":""8AM-6PM"",""Tuesday"":""8AM-6PM"",""Wednesday"":""8AM-6PM"",""Thursday"":""8AM-6PM"",""Friday"":""8AM-6PM"",""Saturday"":""8AM-6PM"",""Sunday"":""8AM-6PM""}","[""Portable toilet supplier""]",outscraper,2025-12-24 12:28:17.675+00,,,true,true,true,true,true,,2025-12-17 12:50:11.844197+00,2025-12-17 12:50:11.844197+00,,false,false,ready,pending,,,pending,,,,0,,,,,
9d7b77d2-990e-4c2d-a46d-167bbebc6900,Bulldog Restroom Rentals,bulldog-restroom-rentals-middle-island,Middle Island,New York,(631) 615-0562,,,,11953,40.89552390,-72.94461150,5.0,154,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzryPVqXCiwwV0ZsivdQWO4fmI_7T5BCIir1NXlIHU_7YzfRzSj54HJ3Bu2hWU0oFn9Unm7sCk4CedQWWqGx1ucVCv0aTKyZeQqxcyju5myPbdU2Xzd2m86z_2aWFKuTv5912vQ=w800-h500-k-no,"{""Monday"":""8AM-10PM"",""Tuesday"":""8AM-10PM"",""Wednesday"":""8AM-10PM"",""Thursday"":""8AM-10PM"",""Friday"":""8AM-10PM"",""Saturday"":""9AM-10PM"",""Sunday"":""8AM-10PM""}","[""Portable toilet supplier""]",outscraper,,,,false,false,false,false,false,,2025-12-24 13:06:45.796734+00,2025-12-24 13:06:45.796734+00,,false,false,ready,pending,,,pending,,,,0,,,,,
5d9426f4-23ca-4bea-9c97-c2321b0afa9a,Rent A Throne,rent-a-throne-mineola,Mineola,New York,(718) 975-3751,https://www.rentathrone.com/,,"23 Roselle St, Mineola, NY 11501",11501,40.75340530,-73.63712580,5.0,1,https://lh3.googleusercontent.com/p/AF1QipN9iBmGAs8efEoz4Lp-qPBHucIjEROLcOKRLxsw=w800-h500-k-no,"{""Monday"":""8AM-5PM"",""Tuesday"":""8AM-5PM"",""Wednesday"":""8AM-5PM"",""Thursday"":""8AM-5PM"",""Friday"":""8AM-5PM"",""Saturday"":""Closed"",""Sunday"":""Closed""}","[""Portable toilet supplier""]",outscraper,2025-12-24 12:39:39.149+00,,,false,false,false,true,true,,2025-12-17 12:50:11.844197+00,2025-12-17 12:50:11.844197+00,,false,false,ready,pending,,,pending,,,,0,,,,,
630fe775-01a1-4368-9576-73ea521afd24,"Redbox+ Dumpsters of Westchester County, NY & Greenwich, CT",redbox-dumpsters-of-westchester-county-ny-greenwich-ct-mt-vernon,Mt Vernon,New York,(914) 530-0272,https://www.redboxplus.com/westchester-se,info@redboxplus.com,"711 S Columbus Ave, Mt Vernon, NY 10550",10550,40.89509880,-73.82276870,5.0,9,https://lh3.googleusercontent.com/p/AF1QipOVTc8d7b4Zj8tiixs-KoTjGleDeaayx6JwUP_a=w800-h500-k-no,"{""Monday"":""8AM-6PM"",""Tuesday"":""8AM-6PM"",""Wednesday"":""8AM-6PM"",""Thursday"":""8AM-6PM"",""Friday"":""8AM-6PM"",""Saturday"":""Closed"",""Sunday"":""Closed""}","[""Portable toilet supplier"",""Junk removal service"",""Dumpster rental service"",""Waste management service""]",outscraper,,2025-12-17 21:41:48.499+00,,false,false,false,false,false,,2025-12-17 12:50:11.844197+00,2025-12-17 12:50:11.844197+00,,false,false,ready,pending,,,pending,,,,0,,,,,
e62b0062-c8b4-4256-8c2c-50d07ada998e,Staples,staples-mt-vernon,Mt Vernon,New York,(914) 699-1555,,,,10550,40.90187700,-73.82354200,3.8,313,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwlHmg7xr1cnUHhuflOftrbxLBA3ByIwRcNDabIC_7RMqe5t672uWdN46SwXOX-ldKtcL3XiLkg5e1WJmMR9eWeoTiswv-y-g4QuewRBMPnBxvUgimPw7LfpQBYFuggiL4by2YL=w800-h500-k-no,"{""Sunday"":""10AM-6PM"",""Monday"":""8AM-8PM"",""Tuesday"":""8AM-8PM"",""Wednesday"":""8AM-6PM"",""Thursday"":""10AM-6PM"",""Friday"":""8AM-8PM"",""Saturday"":""9AM-7PM""}","[""Office supply store"",""Computer repair service"",""Computer store"",""Electronics store"",""Office furniture store""]",outscraper,,,,false,false,false,false,false,,2025-12-27 01:15:02.460407+00,2025-12-27 01:15:02.460407+00,,false,false,ready,pending,,,pending,,,,0,,,,,
25d25748-0383-4fc7-b270-a6d5fb83d1e4,CALLAHEAD,callahead-nassau-county-ny,Nassau County,New York,(800) 634-2085,https://www.callahead.com,info@callahead.com,,,,,,,,,,manual-callahead,,,,false,false,false,false,false,,2025-12-26 03:00:52.97+00,2025-12-26 03:00:52.97+00,,false,false,ready,pending,,,pending,,,,0,,,,,
7770ede8-79d6-42c4-b92b-40253cc1ca13,Apple SoHo,apple-soho-new-york,New York,New York,(212) 226-3126,https://www.apple.com/retail/soho%3Fcid%3Daos-us-seo-maps/,,"103 Prince St, New York, NY 10012",10012,40.72505800,-73.99902900,4.2,4025,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwMjIKdY2DjSNGmjhksT6I9tn4VCnuRhwTiuKsQ3SGJfneWb4VNrclYEJ9MLoCbDC9w-hS6AsmmppetwrKMiS_Uks7l0emLBTzslV-q5BcvkzSnPWiExMmk0xHp2qpcC2b1RiA9wQ=w800-h500-k-no,"{""Sunday"":""10AM-8PM"",""Monday"":""9AM-9PM"",""Tuesday"":""9AM-9PM"",""Wednesday"":""9AM-9PM"",""Thursday"":""9AM-9PM"",""Friday"":""9AM-9PM"",""Saturday"":""9AM-9PM""}","[""Electronics store"",""Computer repair service"",""Mobile phone repair shop""]",outscraper,,,,false,false,false,false,false,,2025-12-18 02:40:18.541717+00,2025-12-18 02:40:18.541717+00,,false,false,ready,pending,,,pending,,,,0,,,,,
8f973660-5b72-4ee8-ae9f-96ae0cd63d79,Apple Upper West Side,apple-upper-west-side-new-york,New York,New York,(212) 209-3400,https://www.apple.com/retail/upperwestside%3Fcid%3Daos-us-seo-maps/,,"1981 Broadway, New York, NY 10023",10023,40.77500540,-73.98250660,4.0,2885,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyJ5lekUY2D4ww9o1iVsF_oZDlKOPWtAVMJBV7jLB26ZNnIyCQ03OSXGpN_ICCz28egEAVVNHJldOQHaif2kFYAUaD-Mu0pXJD-iy5LWJtBwbhk3xmYbvlsfjWEBXywy_xe-HPgyg=w800-h500-k-no,"{""Monday"":""9AM-9PM"",""Tuesday"":""9AM-9PM"",""Wednesday"":""9AM-9PM"",""Thursday"":""9AM-9PM"",""Friday"":""9AM-9PM"",""Saturday"":""9AM-9PM"",""Sunday"":""10AM-8PM""}","[""Electronics store"",""Computer repair service"",""Mobile phone repair shop""]",outscraper,,,,false,false,false,false,false,,2025-12-17 12:18:26.888132+00,2025-12-17 12:18:26.888132+00,,false,false,ready,pending,,,pending,,,,0,,,,,
0023453c-ddf5-444c-a294-f05787d6dec0,Apple West 14th Street,apple-west-14th-street-new-york,New York,New York,(212) 444-3400,,,,10014,40.74127000,-74.00538900,4.1,2868,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxVNyELNVa1XNUr2KmsTXK-ihUr0VOCDpSVt2oTVExqCPaiiDy8Z4hpZRG0UtZ6N1mVejg6MF74tIhnUqNEC2WEdzfi8JnJQkmTgfHHIJF44dwqttbbon1RxTtqooSAIr2m7x8DhA=w800-h500-k-no,"{""Sunday"":""10AM-8PM"",""Monday"":""9AM-9PM"",""Tuesday"":""9AM-9PM"",""Wednesday"":""9AM-6PM"",""Thursday"":""10AM-8PM"",""Friday"":""9AM-9PM"",""Saturday"":""9AM-9PM""}","[""Electronics store"",""Computer repair service"",""Mobile phone repair shop""]",outscraper,,,,false,false,false,false,false,,2025-12-17 13:55:50.443496+00,2025-12-17 13:55:50.443496+00,,false,false,ready,pending,,,pending,,,,0,,,,,
9e350d27-75c0-42fb-b9ee-7aa06eae4ab6,BAM Porta Potty Rental Services,bam-porta-potty-rental-services-new-york,New York,New York,(332) 249-4660,,,"123 Fulton St, New York, NY 10038",10038,40.71023030,-74.00704430,4.8,8,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lSxGe12oZvw6Btc3aUNa7Q&cb_client=search.gws-prod.gps&w=800&h=500&yaw=33.78902&pitch=0&thumbfov=100,"{""Sunday"":""Closed"",""Monday"":""7AM-5PM"",""Tuesday"":""7AM-5PM"",""Wednesday"":""7AM-5PM"",""Thursday"":""7AM-5PM"",""Friday"":""7AM-5PM"",""Saturday"":""Closed""}","[""Equipment rental agency"",""Dumpster rental service"",""Garbage collection service"",""Portable toilet supplier""]",outscraper,,,,false,false,false,false,false,,2025-12-17 12:50:11.686302+00,2025-12-17 12:50:11.686302+00,,false,false,ready,pending,,,pending,,,,0,,,,,
a9b39bd9-5818-40fa-b547-70218f9dd843,Barnes & Noble,barnes-noble-new-york,New York,New York,(212) 253-0810,https://stores.barnesandnoble.com/store/2675,,"33 E 17th St, New York, NY 10003",10003,40.73696790,-73.98972090,4.6,9904,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSygP30wRspTKzYt8yba43xthNWH9Zt45-SHVOIueQl_y9ueoJBf2geOQzsMEcmFHZ0RG6n0l35Bkhe7X7GhBne9ABFpeX8-cSsO3fmbdFHOfDgIVxSAbCAW-ztEIhp-0qIBP5bkiw=w800-h500-k-no,"{""Monday"":""9AM-11PM"",""Tuesday"":""9AM-11PM"",""Wednesday"":""9AM-9PM"",""Thursday"":""9AM-10PM"",""Friday"":""9AM-11PM"",""Saturday"":""9AM-11PM"",""Sunday"":""10AM-10PM""}","[""Book store"",""Cafe"",""Game store"",""Toy store""]",outscraper,2025-12-24 12:47:14.518+00,,,false,false,false,false,false,,2025-12-17 13:55:50.700216+00,2025-12-17 13:55:50.700216+00,,false,false,ready,pending,,,pending,,,,0,,,,,
b9e59bd6-4b9a-4033-85f8-903f8340ace8,Best Buy,best-buy-new-york,New York,New York,(212) 808-0309,https://stores.bestbuy.com/ny/new-york/531-5th-ave-1028.html/%3Fref%3DNS%26loc%3Dns100,,"531 5th Ave, New York, NY 10017",10017,40.75484160,-73.97968490,4.1,16687,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQ7ROPxx3yBB147DJ9uSDFIKfTcdotKWihWC8rdERxEMiymtBSP3Xg-_a65N-10TzFvMEvApLnU-jvjMe2rKSurhuNevX0SE6NOyogMurdmhm-VwggVjaJvOkiM1avKae4I30X=w800-h500-k-no,"{""Sunday"":""9AM-10PM"",""Monday"":""9AM-10PM"",""Tuesday"":""9AM-10PM"",""Wednesday"":""9AM-10PM"",""Thursday"":""9AM-10PM"",""Friday"":""9AM-10PM"",""Saturday"":""9AM-10PM""}","[""Electronics store"",""Appliance store"",""Computer store"",""Home theater store"",""Music store""]",outscraper,,,,false,false,false,false,false,,2025-12-17 12:50:12.045659+00,2025-12-17 12:50:12.045659+00,,false,false,ready,pending,,,pending,,,,0,,,,,
f210c7a1-3cea-4466-8795-c9821496a347,Bigup Toilet Rentals,bigup-toilet-rentals-new-york,New York,New York,,,,"333-303 E 8th St, New York, NY 10009",10009,40.72530330,-73.97961230,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0e236C9v932Xjc50vX8goA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=41.96506&pitch=0&thumbfov=100,,"[""Portable toilet supplier""]",outscraper,,,,false,false,false,false,false,,2025-12-17 12:50:11.940441+00,2025-12-17 12:50:11.940441+00,,false,false,ready,pending,,,pending,,,,0,,,,,
48789d41-1015-4e15-bc68-a784ad286615,Brickman's Ace Hardware Lower East Side,brickman-s-ace-hardware-lower-east-side-new-york,New York,New York,,,,,10003,40.72502150,-73.98752020,4.3,191,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz-WI6LzT3Y03bmLlMbGUiYhHpDbEM0l_IrJkbEaMgo8ERDLBpIp_B4YjS3dI09ShrZFCYFpN3WbDRbcZqbMCxtKftN2oYrhomtsTN0sp_FnmisdBQMTj2SrffwzEw_OFdT6A=w800-h500-k-no,"{""Monday"":""7:30AM-8PM"",""Tuesday"":""7:30AM-8PM"",""Wednesday"":""7:30AM-8PM"",""Thursday"":""7:30AM-8PM"",""Friday"":""7:30AM-8PM"",""Saturday"":""8AM-8PM"",""Sunday"":""10AM-7PM""}","[""Hardware store"",""Building materials store"",""Electrical supply store"",""Home improvement store"",""Key duplication service""]",outscraper,2025-12-24 12:40:58.046+00,,,false,false,false,false,false,,2025-12-17 12:50:11.844197+00,2025-12-17 12:50:11.844197+00,,false,false,ready,pending,,,pending,,,,0,,,,,
d64492ef-a568-4ecb-8e86-2493c8fe473d,Columbus Hardware,columbus-hardware-new-york,New York,New York,(212) 265-2425,https://www.columbushardwareinc.com/,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,"842 9th Ave, New York, NY 10019",10019,40.76660990,-73.98623610,4.3,149,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyv_8Fkaa4vWT5vFa7z_kZaL7zYSWb-JQfAKVMzKVaJUCHFiYLHubKyUGDO0SXsWCgL7T7T23PBa44lvl-QZWsMvIJZsr59DxLFDSan1dUPrJCoVBdW8Rq5c5qvRWMdgwSh7i6bvQ=w800-h500-k-no,"{""Monday"":""8AM-6PM"",""Tuesday"":""8AM-6PM"",""Wednesday"":""8AM-6PM"",""Thursday"":""8AM-6PM"",""Friday"":""8AM-6PM"",""Saturday"":""9AM-4PM"",""Sunday"":""Closed""}","[""Hardware store"",""Electrical supply store"",""Locksmith"",""Plumbing supply store""]",outscraper,2025-12-24 12:38:45.813+00,2025-12-17 21:41:50.457+00,,false,false,false,false,false,,2025-12-17 12:50:11.940441+00,2025-12-17 12:50:11.940441+00,,false,false,ready,pending,,,pending,,,,0,,,,,
32797ffe-6d13-4119-bf75-4f23c07ffa92,Costco Wholesale,costco-wholesale-new-york,New York,New York,(212) 896-5875,https://www.costco.com/w/-/NY/new-york/1062,,"517 E 117th St, New York, NY 10035",10035,40.79538600,-73.93102220,4.4,5572,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwrMAt_Z8SEzmoE1jy48JPUcxLU5tYJzVzmV9HPIyJEmae9hsSoNWeHpmXmhDtv0YDLZjg5tf4gl1YW0_T0DVrAUrTX0HyNTPeJA_Qhv_YtPVTDvqYfRLqN11-1jN7HwhMZKXNu=w800-h500-k-no,"{""Sunday"":""10AM-6PM"",""Monday"":""10AM-8:30PM"",""Tuesday"":""10AM-8:30PM"",""Wednesday"":""10AM-8:30PM"",""Thursday"":""10AM-8:30PM"",""Friday"":""10AM-8:30PM"",""Saturday"":""9:30AM-7PM""}","[""Warehouse store"",""Department store""]",outscraper,,,,false,false,false,false,false,,2025-12-18 02:40:19.109076+00,2025-12-18 02:40:19.109076+00,,false,false,ready,pending,,,pending,,,,0,,,,,
b09ec5d1-4ff8-42da-9733-090346283bec,CVS,cvs-new-york,New York,New York,(212) 221-3844,,,,10018,40.75439530,-73.98645300,3.4,329,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzq9wzkucxEcJQgXVX4_8DG6RW7vqKdBh6BYGztkKPMwXCfvn4YfqED7tD8rWAPM1IAmnOeTNqcq1JgrcnwMv_K9yLvfE4lFz2iom4h3kiP4Og8mR8spOx3uQBrhSsGJupqToas=w800-h500-k-no,"{""Sunday"":""Open 24 hours"",""Monday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Wednesday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Friday"":""Open 24 hours"",""Saturday"":""Open 24 hours""}","[""Drug store"",""Beauty supply store"",""Beer store"",""Convenience store"",""Cosmetics store""]",outscraper,,,,false,false,false,false,false,,2025-12-17 12:18:26.98614+00,2025-12-17 12:18:26.98614+00,,false,false,ready,pending,,,pending,,,,0,,,,,
